id,documentType,metadata,content,location,filename,context,content_length
7db36f64-d5b4-42b9-9aa0-43b3b7d03e43,mohre-docs,"{'source_url': '', 'title': 'Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System', 'is_file': True}","## Procedures for Subscribing to the Alternative System

According to Article (4) of Cabinet Resolution No. (96) of 2023, the following items are to be considered:

- 1. Employers who wish to subscribe to the alternative systemmust submit a voluntary subscription application through the Ministry's service delivery channels. The Ministry's rules and regulations govern this process. They must then contract with an investment fund licensed by the Securities and Commodities Authority.
- 2. Subscribing employers can include all employees, a specific number of employees, or specific categories or professional levels.
- 3. If the beneficiary transfers from the current employer to another employer, as provided in paragraph (9) of Article (10 of Cabinet Resolution No. (96) of 2023, the following is permissible:
- a. Beneficiaries may elect to withdraw their dues from the fund established by their current employer or to maintain their investments in the fund. Furthermore, they have the right to collect their funds at any time.
- b. Following the conclusion of a contract with the fund, the new employer may replace the previous employer in completing payment of subscriptions to the same fund. The employer may, however, register the employee with another fund manager and pay the basic subscription amounts in accordance with Cabinet Resolution No. (96) of 2023.
- c. Under the provisions of paragraph No. (10), Article (10) of Cabinet Resolution No. (96) of 2023, employers must submit an application through the Ministry's systems to change investment funds after obtaining the authority's approval.
- d. As stated in paragraph (11) of Article (10) of Cabinet Resolution No. (96) of 2023, the categories mentioned in this paragraph must contract directly with one of the investment funds licensed by the Securities and Commodities Authority if they wish to subscribe for the additional voluntary subscription.",./docs/Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System.pdf,Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System,,298
d96e2cd0-20bd-47a6-8419-d012617c9acb,mohre-docs,"{'source_url': '', 'title': 'Federal Decree-Law No. (9) of 2022 Concerning Domestic Workers and its amendments', 'is_file': True}","# **Licensing of Domestic Workers Recruitment Agencies**

- 1. Domestic workers may not be hired or temporarily employed without a license from the Ministry, in accordance with the provisions of the Implementing Regulation of this Decree-Law and the decisions of the Ministry relating thereto.
- 2. Domestic workers may only be recruited or employed in accordance with the requirements, regulations, and procedures stipulated in this Decree-Law, its implementing its Implementing Regulation and the decisions of the Ministry relating thereto, as well as any other relevant legislation in force in the UAE, subject to compliance with any licensing requirements for each occupation, where applicable.
- 3. Recruiting or hiring a domestic worker under the age of 18 is prohibited.
- 4. The following acts must not be committed by employers and recruiters of domestic workers, whether they are hired on a temporary basis or retained on a permanent basis:
	- a) Discrimination against domestic workers on the basis of race, color, gender, religious belief, nationality, ethnic origin, or disability, which would hinder equal opportunities or prejudice adequate employment opportunities and rights.
	- b) Any form of sexual harassment perpetrated against a domestic worker, whether it is verbal or physical in nature.
	- c) Forced labor or any practice that constitutes human trafficking according to local laws and state-ratified agreements.
- 5. The Ministry prohibits the employment of domestic workers for any tasks that are not covered by this decree-law without obtaining a prior approval.
- 6. The Minister shall issue a decree regulating recruitment agencies setting forth the conditions that should be satisfied by employers in order to be able to recruit and employ domestic workers governed by the provisions of this decree-law, as well as the rules, procedures, statements and forms that must be used by these recruitment agencies.",./docs/Federal Decree-Law No. (9) of 2022 Concerning Domestic Workers and its amendments.pdf,Federal Decree-Law No. (9) of 2022 Concerning Domestic Workers and its amendments,,299
a5ae2872-d5cc-4fa1-b571-894e5948879e,mohre-docs,"{'source_url': '', 'title': 'Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Employment Relationship and its amendments', 'is_file': True}","#### **Powers of the Cabinet**

For the purposes hereof, the Cabinet shall be concerned with the following:

- 1. Approving the conditions, rules and procedures for classifying the establishments subject to the provisions hereof, and the privileges offered for each category of these establishments;
- 2. Approving the conditions, rules and procedures for classifying the skill levels of workers in the labour market subject to the provisions hereof and the privileges provided for each level;
- 3. Approving the conditions, rules and procedures for employing the students of accredited educational institutions in the State, in a way that enhances the efficiency of the labour market and the competitiveness of workers and allows the employers to benefit from human potentials;
- 4. Adopting the conditions and procedures for employing persons with disabilities (people of determination) in the State in the categories appropriate for them and their physical, technical and intellectual capabilities, as well as defining their rights, duties and privileges provided for them, in a way that contributes to empowering this category, allowing them to participate in the development process and motivating the employers to employ them and provide all means of support and empowerment for them;
- 5. Approving policies, legislation and regulations that organise the labour market in the State, enhancing the participation of State nationals in the labour market and motivating the employers to solicit and employ nationals;
- 6. Issuing resolutions that would limit the repercussions of any general exceptional circumstances faced by the State in the work sector in the State;
- 7. Changing the periods, percentages, or values mentioned herein, according to the variables and needs of the labour market and what is required by the public interest; and
- 8. Defining the fees necessary to implement the provisions of this Decree-Law and its Implementing Regulation.",./docs/Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Employment Relationship and its amendments.pdf,Federal Decree-Law No. (33) of 2021 Regarding the Regulation of Employment Relationship and its amendments,,301
4dc267da-d945-41c7-b4ce-7bbbd51e75fa,mohre-docs,"{'source_url': '', 'title': 'Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System', 'is_file': True}","## Discontinuation of the Basic Subscription Payment Under the Alternative System - Circumstances and Controls

- 1. Pursuant to paragraph No. of (6) Article No. (5) of the above-mentioned Cabinet Resolution No. (96) of 2023, employers have the option of temporarily suspending the payment of the basic subscription under the alternative scheme for a period to be determined based on the approval of the Ministry, in the following circumstances:
- a. Evidence of the establishment's financial failure.
- b. Whenever a beneficiary is absent from work without a valid reason, provided that all necessary legal measures are taken by the employer.
- c. If the beneficiary is imprisoned or detained pursuant to a court order, and his/ her salary is suspended as a result.
- d. Restructuring, transferring ownership, merging, acquiring or dividing the establishment.
- e. If the beneficiary fails to return from his/ her annual leave in a timely manner.
- f. If the beneficiary is granted unpaid leave.
- 2. Employers are required to submit an application to the Ministry with the necessary proofs and documents in cases described in paragraph (1). The application must specify the period during which the basic subscription payment will be temporarily suspended.
- 3. After the suspension term expires or the reasons for suspension cease to exist, employers are required to pay the basic subscription amount for the suspension period, except for cases where the beneficiary is not entitled to wages as specified in Federal Decree Law No. (33) of 2021 and its executive regulations.
- 4. End-of-service benefitswill be calculated from the date of suspension of payments in the event that the contractual relationship ends during the suspension period. The benefits will be calculated in accordance with the provisions of Federal Decree Law No. (33) of 2021 and its executive regulations.",./docs/Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System.pdf,Ministerial Resolution No. (668) of 2023 Regarding Subscription Under the Alternarive End-of-Service Benefits System,,301
312f1218-55bb-408d-a9bf-71141ed538e2,uae-visa-emirates-id,"{""source_url"": ""https://u.ae/en/information-and-services/visa-and-emirates-id/visit-visas/evisa-for-gcc-residents"", ""title"": ""eVisa for GCC residents | The Official Portal of the UAE Government"", ""is_file"": false}","## eVisa for GCC residents

GCC residents and their companions need to apply online for a visa to enter the UAE. The visa is valid for 30 days and is extendable once for 30 days.

### eVisa application

GCC residents and their companions need to apply online for a visa and must obtain the same before arriving in the UAE.

- [Entry permit for residents in the GCC countries](https://www.gdrfad.gov.ae/en/services/ee043e4a-5c61-11ea-0320-0050569629e8)

  - GDRFA Dubai

- [Issue entry permit for GCC resident](https://smartservices.icp.gov.ae/echannels/web/client/default.html?applicationId=5?applicationId=1#/serviceCards/42)
  -Federal Authority for Identity, Citizenship, Customs and Ports Security

### Notes and conditions

Read notes and conditions relating to eVisa for GCC residents.

- eVisa will be sent to you to your registered email address once your application is approved
- Application for GCC expatriate residents and companions travelling with GCC citizens will not be approved if the sponsor is not travelling along with them
- GCC residents’ entry permit is valid for 30 days from the date of issue and they are allowed to stay for 30 days from the date of entry. The visa is extendable once for 30 days
- Entry permit for companions travelling with GCC citizens is valid for 60 days from the date of issue and they are allowed to stay for 60 days from the date of entry. The visa is extendable once for 60 days
- Upon arrival, if the GCC residence visa is found to be expired or cancelled, he will not be granted entry
- If the profession of the GCC resident is found to be changed after the issuance of his entry permit, the entry permit holder will not be granted entry
- GCC residency must be valid for at least 1 year from the arrival date
- The passport of GCC residents must be valid at least 6 months from the arrival date.
",./uae-visa-emirates-id,visit-visas__evisa-for-gcc-residents,,304
28e4225a-d5a8-4718-8130-b087515b0440,uae-passport-travel,"{
  ""source_url"": ""https://u.ae/en/information-and-services/passports-and-traveling/birth-or-death-abroad"",
  ""title"": ""Birth or death abroad | The Official Portal of the UAE Government"",
  ""is_file"": false
}
","# Birth or death abroad

### Registering a birth abroad

**UAE citizens**

Parents must acquire a birth certificate for the newborn and take it to the nearest [UAE embassy](https://www.mofaic.gov.ae/en/Missions/UAE-Missions-Abroad)
. These babies need birth certificate from the country of their birth before they can get a birth certificate from the UAE. Parents must apply for birth certificate within 30 days of the birth of the baby.

The embassy will arrange for a [return document for the newborn](https://www.mofa.gov.ae/en/services/issue-returning-document-for-new-born)
. After the baby arrives in the UAE, his name can be added to the [family data](https://icp.gov.ae/en/service/issue-family-book/)
.

Related services

- [Birth Notification Management](https://www.tamm.abudhabi/en/aspects-of-life/visaemiratesid/personaldocuments/BirthCertificates/BirthNotificationManagement)
   - TAMM

**Expatriate residents**

If an expatriate resident has a baby in his/her home country or a foreign country, he/she must acquire a birth certificate and apply for passport to the relevant authority or embassy of their home country in that country. The parents must then apply for a visa at the [UAE embassy abroad](https://www.mofaic.gov.ae/en/Missions/UAE-Missions-Abroad)
for the child to be able to enter the UAE legally.

Read about [birth certificate and residence visa for newborn expatriates](https://u.ae/en/information-and-services/social-affairs/having-a-baby#birth-certificate-and-residence-visa-for-newborn-expatriates)
.

### Registering a death abroad

In the unfortunate event of death abroad, UAE citizens and residents must obtain a death certificate and contact their embassy in that country for further procedures.

In the case of a death of a UAE national, the UAE embassy in the country where death occurred would attest the death certificate issued abroad and arrange for transporting the body to the UAE. If the death certificate is in a language other than Arabic, such certificate should be translated legally into Arabic and then be attested by the embassy.

When the deceased arrives in the UAE, the mortuary section will handle further procedures such as embalming, burial etc.

**Useful links:**

- [Issue a death certificate](https://mohap.gov.ae/en/services/issue-a-death-certificate)
   - Ministry of health and Prevention
- [Dealing with death](https://www.tamm.abudhabi/aspects-of-life/familycommunity/deathinheritance/Proceduresincaseofdeath/the-process-of-dealing-with-death)
",./uae-passport-travel,passports-and-traveling__birth-or-death-abroad,"# Birth or death abroad

### Registering a birth abroad

**UAE citizens**

Parents must acquire a birth certificate for the newborn and take it to the nearest [UAE embassy](https://www.mofaic.gov.ae/en/Missions/UAE-Missions-Abroad)
. These babies need birth certificate from the country of their birth before they can get a birth certificate from the UAE. Parents must apply for birth certificate within 30 days of the birth of the baby.

The embassy will arrange for a [return document for the newborn](https://www.mofa.gov.ae/en/services/issue-returning-document-for-new-born)
. After the baby arrives in the UAE, his name can be added to the [family data](https://icp.gov.ae/en/service/issue-family-book/)
.

Related services

- [Birth Notification Management](https://www.tamm.abudhabi/en/aspects-of-life/visaemiratesid/personaldocuments/BirthCertificates/BirthNotificationManagement)
   - TAMM

**Expatriate residents**

If an expatriate resident has a baby in his/her home country or a foreign country, he/she must acquire a birth certificate and apply for passport to the relevant authority or embassy of their home country in that country. The parents must then apply for a visa at the [UAE embassy abroad](https://www.mofaic.gov.ae/en/Missions/UAE-Missions-Abroad)
for the child to be able to enter the UAE legally.

Read about [birth certificate and residence visa for newborn expatriates](https://u.ae/en/information-and-services/social-affairs/having-a-baby#birth-certificate-and-residence-visa-for-newborn-expatriates)
.

### Registering a death abroad

In the unfortunate event of death abroad, UAE citizens and residents must obtain a death certificate and contact their embassy in that country for further procedures.

In the case of a death of a UAE national, the UAE embassy in the country where death occurred would attest the death certificate issued abroad and arrange for transporting the body to the UAE. If the death certificate is in a language other than Arabic, such certificate should be translated legally into Arabic and then be attested by the embassy.

When the deceased arrives in the UAE, the mortuary section will handle further procedures such as embalming, burial etc.

**Useful links:**

- [Issue a death certificate](https://mohap.gov.ae/en/services/issue-a-death-certificate)
   - Ministry of health and Prevention
- [Dealing with death](https://www.tamm.abudhabi/aspects-of-life/familycommunity/deathinheritance/Proceduresincaseofdeath/the-process-of-dealing-with-death)
",306
d9d9a4de-cda6-4c30-adcf-96c945e882ee,mohre-services,"{""source_url"": ""https://www.mohre.gov.ae/en/our-services/cancellation-of-a-domestic-workers-work-permit-inside-or-outside-of-the-country-2022.aspx"", ""title"": ""Services | Ministry of Human Resources & Emiratisation - MOHRE"", ""is_file"": false}","# Cancellation of a domestic worker's work permit (inside or outside of the country)

- #### Service Description

  A service provided by the Ministry to employers wishing to cancel work permits for domestic workers inside or outside the country (cancellation of entry permits).

- #### Target Audience

  Employers, employees

- #### Service Procedures

  1.  Log in using UAE Pass
  2.  Submit a work permit cancellation request (cancellation of entry permit) through one of the service delivery channels
  3.  Payment of prescribed federal fees
  4.  The application will be forwarded electronically to the Federal Authority for Identity, Citizenship, Customs and Ports Security for verification of compliance
  5.  Shortfalls will be reported to the customer for completion
  6.  Approvals or rejections will be communicated to the customer via text message and e-mail
  7.  Completing the service and placing the Ministry's seal
  8.  The cancellation document will be sent to the employer via email

- #### Required Documents

  None

- #### Terms And Conditions

  - The employer must possess a valid passport
  - The employer must possess a valid ID card
  - The resident employer / investor must possess a valid residence visa

- #### Timing

  1 working day

- #### Payment

  | All Emirates except the Emirate of Dubai | The Emirate of Dubai |
  | ---------------------------------------- | -------------------- |
  | 65 dirhams                               | 85.75 dirhams        |

  - Business centers charge a maximum commission of 72 dirhams
  - The service is provided free of charge through the Ministry's website or application (only government fees are applicable).

  **\*Please note that the fees shown above do not include tax and collection charges.**

- #### Relation of service with other service

  Federal Authority for Identity, Residence and Ports Security

- #### Notes:

  The customer will be notified once the request has been completed. Applicants can follow up on their applications by visiting:
",./mohre-services,cancellation-of-a-domestic-workers-work-permit-inside-or-outside-of-the-country-2022,,307
02457a40-87d0-4fbc-a5d8-56d6dae57692,mohre-services,"{""source_url"": ""https://www.mohre.gov.ae/en/our-services/cancellation-of-a-domestic-workers-employment-contract-inside-or-outside-of-the-country-2022.aspx"", ""title"": ""Services | Ministry of Human Resources & Emiratisation - MOHRE"", ""is_file"": false}","# Cancellation of a domestic worker's Employment Contract (inside or outside of the country)

- #### Service Description

  A service provided by the Ministry to employers wishing to cancel employment contracts for domestic workers inside or outside the country.

- #### Target Audience

  Employers, employees

- #### Service Procedures

  1.  Log in using UAE Pass
  2.  Submit a work permit cancellation request (cancellation of entry permit) through one of the service delivery channels
  3.  Payment of prescribed federal fees
  4.  The application will be forwarded electronically to the Federal Authority for Identity, Citizenship, Customs and Ports Security for verification of compliance
  5.  Shortfalls will be reported to the customer for completion
  6.  Approvals or rejections will be communicated to the customer via text message and e-mail
  7.  The cancellation document will be sent to the employer via email

- #### Required Documents

  None

- #### Terms And Conditions

  - The employer must possess a valid passport
  - The employer must possess a valid ID card
  - The resident employer / investor must possess a valid residence visa

- #### Timing

  1 working day

- #### Payment

  | All Emirates except the Emirate of Dubai | The Emirate of Dubai - Inside the country | The Emirate of Dubai - Outside the country |
  | ---------------------------------------- | ----------------------------------------- | ------------------------------------------ |
  | 65 dirhams                               | 85.75 dirhams                             | 185.75 dirhams                             |

  - Business centers charge a maximum commission of 72 dirhams
  - The service is provided free of charge through the Ministry's website or application (only government fees are applicable).

  **\*Please note that the fees shown above do not include tax and collection charges.**

- #### Relation of service with other service

  Federal Authority for Identity, Residence and Ports Security

- #### Notes:

  The customer will be notified once the request has been completed. Applicants can follow up on their applications by visiting:
",./mohre-services,cancellation-of-a-domestic-workers-employment-contract-inside-or-outside-of-the-country-2022,,312
fa51afc3-3c96-41d0-ae71-e96840130453,mohre-services,"{""source_url"": ""https://www.mohre.gov.ae/en/our-services/absence-from-work-absconding-report-domestic-workers-2022.aspx"", ""title"": ""Services | Ministry of Human Resources & Emiratisation - MOHRE"", ""is_file"": false}","# Absence from Work (Absconding Report) Domestic Workers

- #### Service Description

  This service is offered by the Ministry to employers to report the absence of a domestic worker for a period exceeding seven days without the employer being aware of that worker's location and without being able to contact him/her.

- #### Target Audience

  Employers, employees

- #### Service Procedures

  1.  Log in using UAE Pass
  2.  Enter the domestic worker's personal information (passport number, ID number, unified number, name, date of birth, nationality).
  3.  Payment of prescribed federal fees.
  4.  The application will be forwarded electronically to the Federal Authority for Identity, Citizenship, Customs and Ports Security for verification of compliance.
  5.  Shortfalls will be reported to the customer for completion
  6.  Approvals or rejections will be communicated to the customer via text message and e-mail
  7.  Once the process is completed, the seal of the Ministry will be placed.

- #### Required Documents

  Passport or employment visa of the domestic worker (if available).

- #### Terms And Conditions

  A domestic worker must be absent from work for a period exceeding seven days.

- #### Timing

  2 working days

- #### Payment

  | All Emirates except the Emirate of Dubai | The Emirate of Dubai                                                                                               |
  | ---------------------------------------- | ------------------------------------------------------------------------------------------------------------------ |
  | 315 dirhams                              | The service is provided through the systems of the General Directorate of Residency and Foreigners Affairs - Dubai |

  - Business Centers commission is capped at 72 dirhams
  - Except for federal charges, the service is free of charge via MOHRE's website and smart app.

  **\*Please note that the fees shown above do not include tax and collection charges.**

- #### Relation of service with other service

  Federal Authority for Identity, Citizenship, Customs and Ports Security

- #### Notes:

  The customer will be notified once the request has been completed. Applicants can follow up on their applications by visiting:
",./mohre-services,absence-from-work-absconding-report-domestic-workers-2022,,316
0ae5dc61-f83d-4e69-9dcc-d1721adb753b,mohre-docs,"{'source_url': '', 'title': 'Ministerial Decree No. 519 of 2018 onRegulations and Conditions of Training and Employment of Students', 'is_file': True}","## **Article (4)**

Considering the terms and conditions stipulated in articles (1), (2) and (3) of this decree, the establishment, in which the juvenile student (aged 15 to 18 years) is being trained or employed during academic year holidays, is obliged to abide by the following:

- 1- Establishments shall not train or employ juvenile students in any of the prohibited jobs stated in the table attached with the decree
- 2- Juvenile students shall not work at night in industrial projects. The term ""night"" means a period of 12 consecutive hours at least including the period from 8pm until 6am.
- 3- The maximum number of actual working hours for juvenile students shall be six hours per day. During working hours, they are entitled to one or more breaks for rest, meals or prayers; provided that the total breaks shall not be less than one hour. Such breaks should be scheduled in a way that only allows for a maximum of four consecutive working hours.

Orientations and/or trainings given to the juvenile student during his period of work shall be calculated within his/her working hours. In all cases, the juvenile student should not be kept at the workplace for more than seven hours continuously.

- 4- Juvenile students shall not be assigned to work overtime or stay at workplace after the prescribed working hours under any circumstances; neither shall be asked to work on holidays.
- 5- Juvenile students shall be trained on how to apply occupational health and safety measures. They should be monitored while applying these measures, and ensure their proper use. They

shall be provided with a proper work or training environment provided to all workers, but with consideration to the juvenile's conditions.

6- Establishments shall notify the juvenile student's guardian or custodian in case of the student's sickness, absence, or any conduct that requires guardian or custodian's knowledge during working or training hours.",./docs/Ministerial Decree No. 519 of 2018 onRegulations and Conditions of Training and Employment of Students.pdf,Ministerial Decree No. 519 of 2018 onRegulations and Conditions of Training and Employment of Students,,318
142eecdc-7da8-4ef4-a86a-278ba4358415,mohre-services,"{""source_url"": ""https://www.mohre.gov.ae/en/our-services/issuance-of-a-public-relations-officer-card-pro-2022.aspx"", ""title"": ""Services | Ministry of Human Resources & Emiratisation - MOHRE"", ""is_file"": false}","# Issuance of a Public Relations Officer Card (PRO)

- #### Service Description

  The PRO card is a Subsidiary Procedures (optional) related to the service of opening and updating the establishment file, which allows the customer to submit the Ministry's transactions on behalf of the establishment at which he is registered.

- #### Target Audience

  Employers

- #### Service Procedures

  1.  Log in using UAE Pass (for online/ smart channels only)
  2.  Submit an application through one of the service delivery channels.
  3.  The application will be referred electronically to the Ministry for verification of compliance with the requirements and documents.
  4.  Upon compliance with all conditions and documents, the application will be approved automatically.

- #### Required Documents

  1.  Police Clearance Certificate
  2.  personal photo

- #### Terms And Conditions

  - Applicants must maintain an official file with the Ministry (a valid work permit is required)
  - Applicants must possess a good moral character and conduct
  - A UAE National PRO may obtain a PRO card for three different owners, provided that the first owner employs 100 or more workers and the second and third owners employ fewer than 100 workers each.
  - Only one PRO card may be obtained by an expatriate PRO provided that the owner employs less than 100 workers.
  - The applicant must be the owner and the authorized signatory of the establishment
  - Payment of fees associated with typing and card issuance

- #### Timing

  2 working days

- #### Payment

  - Business centers charge a maximum commission of Dhs.72
  - Service provider fees 40 dirhams
  - The service is provided free of charge through MOHRE website and smart application

  **\*Please note that the fees shown above do not include tax and collection charges.**

- #### Service Limitation

  None

- #### Notes:

  The customer will be notified once the request has been completed. Applicants can follow up on their applications by visiting
",./mohre-services,issuance-of-a-public-relations-officer-card-pro-2022,,318
75600d38-9778-4c68-87e8-208df27a0d81,mohre-faq,"{'source_url': 'https://mohre.gov.ae/en/faq.aspx', 'title': 'What are the rights and authorities of a labour inspector?', 'is_file': False}","A labour inspector has the following rights: Entering any establishment subject to Decree-Law No. (33) Of the year 2021 regulating labor relations at any time for the purpose of inspection. Summoning the employer of the establishment or their representative at the headquarters, labor accommodation, or the Ministry. The Inspector may also request the presence of any worker in the establishment, either in person or through virtual means. Conduct any investigation necessary to ensure the employers compliance in fulfilling their legal obligations, and has the right to question the employer or the employees individually or in the presence of witnesses. Examine the documents and data that must retained by an employer or any other documents related to the work and has the right to obtain an extract from them if necessary. Obligating an employer to provide any data or information related to their obligations in implementing the provisions of the Decree Law, the Executive Regulations and the relevant Ministerial Decrees. Taking samples of materials used or circulated in industrial processes and other works subject to inspection, which are believed to have a harmful effect on the health or safety of workers, to determine the extent of this effect and to take appropriate measures. The inspector has the right to request medical examinations to be conducted for the workers in the establishment.. Medical laboratory examinations to ensure the appropriateness of working conditions and their impact on the health and prevention level of the work are also within the right of an inspector. Ensure the availability of informative posters, as regulated by the law, in the workplace and in labor accommodations, in a language the worker understands. Inform the relevant authorities at the Ministry of any shortcomings in the rules or provisions regulating the work relationship and suggest what is necessary to amend them. Inform the governmental authorities, whether at the federal and/or local levels, each according to their mandates, regarding detected violations.",,,,320
1e4b61d4-d8c6-45e4-a991-47a1300ea826,mohre-docs,"{'source_url': '', 'title': 'Administrative Resolution No.(25) Of 2022 Concerning The Procedures Manual Regulating Labor Disputes And Complaints', 'is_file': True}","#### **2. Registration of a Labor Complaint (Collective)**

| Service Description | A service provided to the employer and a group of employees<br>to         |
|---------------------|---------------------------------------------------------------------------|
|                     | register their labor claims with<br>the Ministry if<br>one of the parties |

|                      | to the labor relationship breaches<br>the agreed<br>contractual<br>obligations.<br>The number of employees involved in the collective<br>labor dispute may<br>not be under 100. |
|----------------------|---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
| Service<br>Delivery  | MOHRE website, MOHRE Smart App.                                                                                                                                                 |
| Channels             | Contact 80060 for UAE Nationals working in the private sector<br>complaints                                                                                                     |
|                      | Contact 04-6659999 for Non-nationals working in the private                                                                                                                     |
|                      | sector complaints                                                                                                                                                               |
| Procedures<br>/      | 1.<br>Submit a complaint through one of the service delivery                                                                                                                    |
| Application Process  | channels.<br>The<br>number<br>of<br>collective<br>labor<br>complaint                                                                                                            |
|                      | representatives may not be under 3.                                                                                                                                             |
|                      | 2.<br>MOHRE<br>official shall visit the establishment premises<br>in<br>accordance with<br>the complaint's details<br>and nature, and he                                        |
|                      | shall<br>prepare a report on the reasons for the complaint and                                                                                                                  |
|                      | employees claims.                                                                                                                                                               |
|                      | 3.<br>The competent MOHRE official shall mediate to settle the                                                                                                                  |
|                      | dispute amicably. If mediation efforts by the competent                                                                                                                         |
|                      | official fail, the Ministry must refer the dispute to the<br>competent conciliation committee.                                                                                  |
|                      |                                                                                                                                                                                 |
| Required Documents   | Supporting documents of employees<br>claims, if any                                                                                                                             |
| Terms and Conditions | 1.<br>The number of employees involved in the collective labor                                                                                                                  |
|                      | dispute may not be under 100.                                                                                                                                                   |
|                      | 2.<br>Employees involved in the collective dispute must be                                                                                                                      |
| Service<br>Response  | registered in MOHRE system<br>30 days with MOHRE                                                                                                                                |
| Time                 | 30 days with competent committees                                                                                                                                               |
|                      |                                                                                                                                                                                 |
|                      | Note: The customer will be notified of the result of the request                                                                                                                |
|                      | upon completion. The customer may follow up on his request by                                                                                                                   |
|                      | logging into the inquiry services on the MOHRE website                                                                                                                          |
|                      | (www.mohre.gov.ae) or the MOHRE smart app.                                                                                                                                      |",./docs/Administrative Resolution No.(25) Of 2022 Concerning The Procedures Manual Regulating Labor Disputes And Complaints.pdf,Administrative Resolution No.(25) Of 2022 Concerning The Procedures Manual Regulating Labor Disputes And Complaints,,320
7394eac5-e5df-41d0-af24-a139bea5a15b,mohre-docs,"{'source_url': '', 'title': 'Ministerial Resolution No. (47) of 2022 Regarding The Settlement of Labor Disputes and Complaints Procedures (Amended by Ministerial Resolution No. (782) of 2023 Regulating the Process for Resolving Individual Labour Complaints)', 'is_file': True}","#### **Cancellation Request**

- 1. Based on a complaint by the worker requesting the cancellation of his / her work permit, without the consent of the employer, the following actions must be taken:
	- a) In the event that the Ministry finds that the worker is registered with a fictitious employer or establishment, the cancellation procedures shall be completed according to the worker's request with taking legal action against the worker and the employer.
	- b) If the Ministry is unable to reach the employer within five (5) working days from the date of registering the worker's complaint, or in the event that the employer responds and requests an additional period to resolve the complaint, the period is extended by an additional five (5) working days. The cancellation procedures will then be completed upon the worker's request unless the employer provides evidence that the worker is under investigation by the competent authorities for a crime related to his / her work.
- c) In cases where the work permit is cancelled by the Ministry, the worker is obligated to change his / her residency status within the specified period, in accordance with the applicable legislation in this regard.
- d) Any fines due (if any) for the delay in issuing or renewing the work permit shall be transferred to the establishment's file.
- 2. The Ministry may postpone the decision on cancellation of the work permit without referring to the employer or the worker in the event of a labour case being discussed before the court until the validity of the claim is confirmed in the following cases:
	- a. If the employer claims that the worker abandoned the job although the employer did not violate the worker' rights during the probation period
	- b. If the unexpected absence report filed by the employer is found to be accurate.
	- c. If the worker failed to fulfil his contractual obligations.",./docs/Ministerial Resolution No. (47) of 2022 Regarding The Settlement of Labor Disputes and Complaints Procedures (Amended by Ministerial Resolution No. (782) of 2023 Regulating the Process for Resolving Individual Labour Complaints).pdf,Ministerial Resolution No. (47) of 2022 Regarding The Settlement of Labor Disputes and Complaints Procedures (Amended by Ministerial Resolution No. (782) of 2023 Regulating the Process for Resolving Individual Labour Complaints),,320
